image,p_original,p_translated,delta,flip
00008342_011.png,0.26502546668052673,0.8050336837768555,0.5400082170963287,1
00001492_000.png,0.3571843206882477,0.06792646646499634,-0.28925785422325134,0
00000548_000.png,0.3680281937122345,0.43287479877471924,0.06484660506248474,0
00006015_003.png,0.5218884348869324,0.20280474424362183,-0.31908369064331055,0
00026285_003.png,0.1335482895374298,0.27827188372612,0.14472359418869019,0
00030401_000.png,0.3425731956958771,0.22384919226169586,-0.11872400343418121,0
00018046_003.png,0.6834034323692322,0.4622744619846344,-0.22112897038459778,0
00006054_001.png,0.021380897611379623,0.5460582971572876,0.524677399545908,1
00003535_002.png,0.4114324748516083,0.48443377017974854,0.07300129532814026,0
00004547_000.png,0.11141771823167801,0.40955623984336853,0.2981385216116905,0
00011313_002.png,0.468810498714447,0.653549075126648,0.18473857641220093,1
00007451_014.png,0.062114816159009933,0.5161615610122681,0.45404674485325813,1
00019992_001.png,0.20241044461727142,0.5601720809936523,0.3577616363763809,1
00015826_023.png,0.201224684715271,0.8350722193717957,0.6338475346565247,1
00024313_001.png,0.2610870599746704,0.2975553572177887,0.036468297243118286,0
00020836_000.png,0.37896838784217834,0.34330427646636963,-0.035664111375808716,0
00020151_000.png,0.20350614190101624,0.39400145411491394,0.1904953122138977,0
00020554_000.png,0.404561311006546,0.3133450746536255,-0.09121623635292053,0
00026349_001.png,0.8068885803222656,0.34203699231147766,-0.46485158801078796,0
00014430_000.png,0.2824302017688751,0.40083417296409607,0.11840397119522095,0
00030323_001.png,0.5975708961486816,0.39373892545700073,-0.2038319706916809,0
00020832_004.png,0.13414911925792694,0.28617221117019653,0.1520230919122696,0
00006072_002.png,0.06971418112516403,0.31777292490005493,0.2480587437748909,0
00020277_004.png,0.120123490691185,0.5299671292304993,0.40984363853931427,1
00001582_015.png,0.16112354397773743,0.3338368535041809,0.17271330952644348,0
00022415_005.png,0.21502988040447235,0.3402869701385498,0.12525708973407745,0
00005778_012.png,0.1365334689617157,0.4848419725894928,0.3483085036277771,0
00017955_000.png,0.40987923741340637,0.22457972168922424,-0.18529951572418213,0
00005750_011.png,0.6495566368103027,0.4157871901988983,-0.23376944661140442,0
00011402_017.png,0.506686806678772,0.523908793926239,0.01722198724746704,0
00028548_003.png,0.1306159347295761,0.1845276802778244,0.05391174554824829,0
00001264_001.png,0.27853715419769287,0.15706276893615723,-0.12147438526153564,0
00014197_021.png,0.4689261019229889,0.15272459387779236,-0.31620150804519653,0
00007967_000.png,0.20188967883586884,0.3680591583251953,0.16616947948932648,0
00002747_000.png,0.07921160757541656,0.4984670877456665,0.41925548017024994,0
00001420_000.png,0.1969940960407257,0.15429292619228363,-0.04270116984844208,0
00004801_000.png,0.2513447701931,0.42656561732292175,0.17522084712982178,0
00028523_008.png,0.24171067774295807,0.6956212520599365,0.45391057431697845,1
00003534_026.png,0.2656584680080414,0.4569495618343353,0.19129109382629395,0
00006028_000.png,0.743221640586853,0.581018328666687,-0.16220331192016602,0
00002912_000.png,0.26135334372520447,0.27545392513275146,0.014100581407546997,0
00023748_000.png,0.34979772567749023,0.3022349774837494,-0.047562748193740845,0
00003363_002.png,0.12393859028816223,0.31338512897491455,0.18944653868675232,0
00004541_001.png,0.14709527790546417,0.2596750855445862,0.11257980763912201,0
00021277_028.png,0.4955582022666931,0.6644182801246643,0.1688600778579712,1
00014721_000.png,0.2867893874645233,0.21899685263633728,-0.06779253482818604,0
00005257_000.png,0.4606185555458069,0.4112817645072937,-0.049336791038513184,0
00009798_026.png,0.2825630009174347,0.5888292193412781,0.3062662184238434,1
00013036_013.png,0.20055469870567322,0.5332893133163452,0.332734614610672,1
00019699_003.png,0.23702998459339142,0.677642285823822,0.4406123012304306,1
00014571_009.png,0.27343878149986267,0.4207419455051422,0.14730316400527954,0
00015058_021.png,0.21353791654109955,0.5793281197547913,0.3657902032136917,1
00016833_000.png,0.3754950761795044,0.3089643716812134,-0.06653070449829102,0
00027260_003.png,0.08713576942682266,0.2489638775587082,0.16182810813188553,0
00005853_005.png,0.2826806306838989,0.08388637751340866,-0.19879425317049026,0
00002058_012.png,0.21039308607578278,0.25022172927856445,0.03982864320278168,0
00001619_003.png,0.4742835760116577,0.42465975880622864,-0.04962381720542908,0
00027260_017.png,0.21060466766357422,0.33300158381462097,0.12239691615104675,0
00004822_040.png,0.8394741415977478,0.32626354694366455,-0.5132105946540833,0
00027877_000.png,0.18832142651081085,0.1858319640159607,-0.0024894624948501587,0
00003634_002.png,0.08035309612751007,0.37717658281326294,0.29682348668575287,0
00010519_001.png,0.33655405044555664,0.45311740040779114,0.1165633499622345,0
00029145_000.png,0.3303377032279968,0.29140183329582214,-0.03893586993217468,0
00007313_001.png,0.046635325998067856,0.4863966703414917,0.43976134434342384,0
00011227_002.png,0.6223316192626953,0.30025991797447205,-0.32207170128822327,0
00016365_000.png,0.2969221770763397,0.29123741388320923,-0.005684763193130493,0
00003029_000.png,0.0845475047826767,0.15943652391433716,0.07488901913166046,0
00003663_002.png,0.36186346411705017,0.4451447129249573,0.0832812488079071,0
00006700_003.png,0.2754715383052826,0.5121577382087708,0.23668619990348816,1
00016165_002.png,0.2949844300746918,0.7014376521110535,0.4064532220363617,1
00018675_000.png,0.2607083022594452,0.3898851275444031,0.12917682528495789,0
00010479_023.png,0.2834465205669403,0.36887556314468384,0.08542904257774353,0
00018969_000.png,0.3772626221179962,0.27126598358154297,-0.10599663853645325,0
00022540_000.png,0.3565177023410797,0.11845467984676361,-0.2380630224943161,0
00011254_000.png,0.302361398935318,0.13073748350143433,-0.17162391543388367,0
00002555_000.png,0.8011468052864075,0.7424982190132141,-0.05864858627319336,0
00023073_002.png,0.1506795883178711,0.27739953994750977,0.12671995162963867,0
00007343_002.png,0.13410674035549164,0.4592820405960083,0.32517530024051666,0
00014581_000.png,0.3996526300907135,0.39159297943115234,-0.008059650659561157,0
00006605_038.png,0.2157488614320755,0.6957297921180725,0.479980930685997,1
00026109_006.png,0.16585536301136017,0.22287517786026,0.05701981484889984,0
00016328_000.png,0.13575103878974915,0.3945600092411041,0.258808970451355,0
00022959_000.png,0.39183905720710754,0.31537801027297974,-0.07646104693412781,0
00001615_002.png,0.07793867588043213,0.38119420409202576,0.30325552821159363,0
00022546_000.png,0.6749828457832336,0.18020637333393097,-0.4947764724493027,0
00021489_003.png,0.518256425857544,0.34190887212753296,-0.176347553730011,0
00017592_000.png,0.20703132450580597,0.5714790225028992,0.3644476979970932,1
00021820_000.png,0.1729164719581604,0.4470811188220978,0.2741646468639374,0
00018187_024.png,0.21160395443439484,0.7918526530265808,0.580248698592186,1
00006008_013.png,0.26367491483688354,0.5731403827667236,0.3094654679298401,1
00001226_000.png,0.4981963336467743,0.5529326796531677,0.05473634600639343,1
00025931_001.png,0.1520661562681198,0.2734653055667877,0.12139914929866791,0
00022527_000.png,0.45615091919898987,0.26633599400520325,-0.18981492519378662,0
00023686_000.png,0.3122245669364929,0.3005389869213104,-0.011685580015182495,0
00000335_000.png,0.27457648515701294,0.3464789092540741,0.07190242409706116,0
00009185_004.png,0.38206616044044495,0.7483978867530823,0.36633172631263733,1
00003565_001.png,0.09720846265554428,0.17840160429477692,0.08119314163923264,0
00010905_009.png,0.3654884994029999,0.5411226153373718,0.17563411593437195,1
00019716_002.png,0.250444233417511,0.5468255281448364,0.29638129472732544,1
00019522_017.png,0.10060946643352509,0.4608931839466095,0.3602837175130844,0
00020839_000.png,0.08026864379644394,0.39462706446647644,0.3143584206700325,0
00018507_008.png,0.11954919248819351,0.5078257918357849,0.3882765993475914,1
00017305_000.png,0.3975750505924225,0.1638529896736145,-0.23372206091880798,0
