image,p_original,p_translated,delta,flip
00000218_001.png,0.892657995223999,0.5177098512649536,-0.3749481439590454,0
00004344_002.png,0.36719217896461487,0.6162692904472351,0.24907711148262024,0
00008362_013.png,0.44670751690864563,0.8872653841972351,0.4405578672885895,0
00026179_003.png,0.580048680305481,0.5312367677688599,-0.048811912536621094,0
00026580_000.png,0.31984540820121765,0.6889868378639221,0.36914142966270447,0
00013070_000.png,0.21062958240509033,0.35793378949165344,0.1473042070865631,0
00000310_001.png,0.5499382615089417,0.4551018178462982,-0.09483644366264343,1
00008727_009.png,0.621433436870575,0.3624054789543152,-0.25902795791625977,1
00009798_016.png,0.6779037117958069,0.6548587083816528,-0.023045003414154053,0
00025075_006.png,0.3924255669116974,0.6271612644195557,0.23473569750785828,0
00028924_005.png,0.36736294627189636,0.460564523935318,0.09320157766342163,0
00022201_000.png,0.2626717686653137,0.3087823987007141,0.04611063003540039,0
00001582_021.png,0.7306114435195923,0.32818928360939026,-0.402422159910202,1
00015826_036.png,0.13796906173229218,0.4946495294570923,0.3566804677248001,0
00004893_070.png,0.42801082134246826,0.39976614713668823,-0.02824467420578003,0
00006296_032.png,0.5163204073905945,0.6259943246841431,0.10967391729354858,0
00010509_003.png,0.7200932502746582,0.6101396083831787,-0.10995364189147949,0
00003535_025.png,0.6485390067100525,0.12746115028858185,-0.5210778564214706,1
00021571_000.png,0.3138003945350647,0.7402356266975403,0.4264352321624756,0
00027320_010.png,0.4127272963523865,0.5443804860115051,0.13165318965911865,0
00004893_027.png,0.40355145931243896,0.6066092252731323,0.20305776596069336,0
00028457_010.png,0.15712870657444,0.8170302510261536,0.6599015444517136,0
00022877_014.png,0.4576435387134552,0.1769852638244629,-0.2806582748889923,0
00005892_001.png,0.6322917342185974,0.4172816872596741,-0.21501004695892334,1
00026389_002.png,0.1894863098859787,0.6085668802261353,0.41908057034015656,0
00014414_007.png,0.4035610854625702,0.7673659324645996,0.3638048470020294,0
00008470_008.png,0.42615097761154175,0.4145522713661194,-0.011598706245422363,0
00018191_003.png,0.10701286047697067,0.5769256949424744,0.4699128344655037,0
00013641_048.png,0.11849473416805267,0.6668574810028076,0.5483627468347549,0
00013272_005.png,0.25570327043533325,0.20478953421115875,-0.0509137362241745,0
00008745_034.png,0.5043620467185974,0.6498865485191345,0.1455245018005371,0
00005778_001.png,0.17059993743896484,0.3008102476596832,0.13021031022071838,0
00013992_005.png,0.35779792070388794,0.6152144074440002,0.2574164867401123,0
00014958_001.png,0.5343683362007141,0.6062822937965393,0.0719139575958252,0
00001582_019.png,0.11691851913928986,0.6156148910522461,0.49869637191295624,0
00000499_008.png,0.3684229850769043,0.4066563546657562,0.03823336958885193,0
00019895_002.png,0.12084364145994186,0.5317966938018799,0.410953052341938,0
00014436_008.png,0.21245037019252777,0.11478190869092941,-0.09766846150159836,0
00002052_002.png,0.21527442336082458,0.3449261784553528,0.1296517550945282,0
00015018_003.png,0.38907110691070557,0.137168750166893,-0.25190235674381256,0
00021627_007.png,0.3910072147846222,0.3365841805934906,-0.05442303419113159,0
00021243_001.png,0.1600252240896225,0.38393786549568176,0.22391264140605927,0
00006985_002.png,0.7171706557273865,0.0933111235499382,-0.6238595321774483,1
